imagen, numeroROI, contadorObjetos, promedioRGB_R, promedioRGB_G, promedioRGB_B, desviacionRGB_R, desviacionRGB_G, desviacionRGB_B, promedioLAB_L, promedioLAB_A, promedioLAB_B, desviacionLAB_L, desviacionLAB_A, desviacionLAB_B, promedioHSV_H, promedioHSV_S, promedioHSV_V, desviacionHSV_H, desviacionHSV_S, desviacionHSV_V, sumaArea, perimetro, excentricidad, ejeMayor, ejeMenor, entropia, inercia, energia, x, y, w, h, clasificacion 
068.jpg,          1,         34,   229.0000,   234.4444,   199.8889,     5.2915,     5.2915,     5.2915,    91.6340,    -7.6233,    16.1958,     4.0364,     1.5867,     2.5811,     0.1917,     0.1481,     0.9194,     0.0089,     0.0263,     0.0436,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,         75,         47,          3,          3, DEFECTOS 
068.jpg,          1,         35,   209.1429,   211.6000,    87.6857,     2.6458,     2.6458,     2.6458,    82.5079,   -16.0718,    57.5312,     6.3858,     3.3596,    12.2833,     0.1692,     0.5998,     0.8326,     0.0055,     0.1911,     0.0684,         35,    18.5910,     0.3452,     7.0238,     6.5921,     0.0000,     0.0000,     0.0000,         80,        152,          6,          6, DEFECTOS 
068.jpg,          1,         36,   235.3750,   237.8750,   221.8750,     5.6569,     5.6569,     5.6569,    93.4547,    -3.5871,     7.4517,     4.8197,     0.6293,     1.3178,     0.1926,     0.0676,     0.9328,     0.0022,     0.0129,     0.0538,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,         81,        132,          3,          3, DEFECTOS 
068.jpg,          1,         37,   237.3333,   237.3333,   237.7778,     5.2915,     5.2915,     5.2915,    93.8581,     0.0967,    -0.2227,     3.9684,     0.1494,     0.4056,     0.1481,     0.0020,     0.9325,     0.2772,     0.0037,     0.0426,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,         84,        111,          3,          3, DEFECTOS 
068.jpg,          1,         38,   126.8824,   123.7647,    87.7059,     3.8730,     3.8730,     3.8730,    51.2728,    -4.8374,    20.1374,     6.5147,     2.0260,     5.4650,     0.1528,     0.3108,     0.4980,     0.0122,     0.0810,     0.0709,         17,    14.2080,     0.8464,     6.6721,     3.5535,     0.0000,     0.0000,     0.0000,         84,        186,          3,          6, DEFECTOS 
068.jpg,          1,         39,   233.8571,   236.2857,   220.4286,     6.0000,     6.0000,     6.0000,    92.9194,    -3.5410,     7.3962,     3.5060,     0.6488,     1.3749,     0.1922,     0.0672,     0.9266,     0.0019,     0.0125,     0.0395,          7,     6.8310,     0.5892,     3.8791,     3.1342,     0.0000,     0.0000,     0.0000,         86,         62,          3,          3, DEFECTOS 
068.jpg,          1,         40,   232.6250,   234.6250,   221.8750,     5.6569,     5.6569,     5.6569,    92.4353,    -2.8773,     5.9480,     4.2081,     0.1982,     0.5567,     0.1930,     0.0546,     0.9201,     0.0024,     0.0063,     0.0469,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,         86,        124,          3,          3, DEFECTOS 
068.jpg,          1,         41,    83.0000,    80.7778,    59.9444,     1.7321,     1.7321,     1.7321,    33.7557,    -2.7622,    12.1488,    14.9096,     1.6183,     7.2065,     0.1612,     0.3633,     0.3263,     0.0420,     0.2546,     0.1417,         90,    38.3320,     0.7739,    14.0384,     8.8913,     0.0000,     0.0000,     0.0000,         88,        192,         10,         12, DEFECTOS 
068.jpg,          1,         42,   165.5217,   161.8913,    68.9565,     1.4142,     1.4142,     1.4142,    65.1858,   -10.5796,    46.8057,     6.6768,     3.1353,     9.8885,     0.1603,     0.5961,     0.6520,     0.0105,     0.1680,     0.0641,        138,    66.8720,     0.9368,    26.9316,     9.4206,     0.0000,     0.0000,     0.0000,         93,        170,         23,         13, DEFECTOS 
068.jpg,          1,         43,   240.1250,   240.6250,   234.2500,     5.6569,     5.6569,     5.6569,    94.7977,    -1.2614,     3.0061,     4.4532,     0.7997,     1.7026,     0.1757,     0.0263,     0.9436,     0.0119,     0.0151,     0.0501,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,         96,         66,          3,          3, DEFECTOS 
068.jpg,          1,         44,   222.5000,   231.8750,   174.8750,     4.8990,     4.3589,     5.6569,    90.0146,   -12.3512,    26.7560,     2.1529,     1.1461,     2.6949,     0.1941,     0.2460,     0.9093,     0.0007,     0.0256,     0.0240,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,         97,        138,          3,          3, DEFECTOS 
068.jpg,          1,         45,   221.7778,   226.2222,   198.7778,     5.2915,     5.2915,     5.2915,    88.9522,    -6.1808,    12.9162,     4.9350,     0.9397,     1.9127,     0.1935,     0.1217,     0.8871,     0.0017,     0.0189,     0.0549,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,         99,         45,          3,          3, DEFECTOS 
068.jpg,          1,         46,   233.8889,   235.7778,   223.5556,     3.7417,     3.6056,     4.2426,    92.8739,    -2.7434,     5.6941,     2.4788,     0.6578,     1.3018,     0.1921,     0.0518,     0.9246,     0.0036,     0.0117,     0.0280,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,         99,        103,          3,          3, DEFECTOS 
068.jpg,          1,         47,   239.0000,   242.0000,   221.0000,     5.6569,     5.6569,     5.6569,    94.7557,    -4.5792,     9.7920,     3.6354,     0.5110,     0.7178,     0.1902,     0.0872,     0.9490,     0.0041,     0.0095,     0.0400,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,        100,        109,          3,          3, DEFECTOS 
068.jpg,          1,         48,   195.2381,   205.4286,    90.1905,     3.4641,     3.4641,     3.4641,    79.7644,   -18.8431,    54.3356,     5.1200,     3.1585,     9.5635,     0.1810,     0.5660,     0.8056,     0.0029,     0.1308,     0.0544,         21,    14.5800,     0.8034,     6.9579,     4.1431,     0.0000,     0.0000,     0.0000,        104,        151,          4,          6, DEFECTOS 
068.jpg,          1,         49,   182.2500,   181.6250,   125.3750,     5.6569,     5.6569,     5.6569,    72.7027,    -8.6096,    28.7892,     5.4995,     1.8290,     4.3827,     0.1643,     0.3152,     0.7167,     0.0059,     0.0454,     0.0596,          8,     8.3280,     0.4108,     3.6515,     3.3292,     0.0000,     0.0000,     0.0000,        109,        163,          3,          3, DEFECTOS 
068.jpg,          1,         50,    34.6774,    35.1613,    32.0323,     2.8284,     2.8284,     2.8284,    14.2605,    -0.7636,     1.5825,    13.3962,     0.5022,     0.8804,     0.1862,     0.3660,     0.1379,     0.0215,     0.3944,     0.1212,         31,    17.3920,     0.7419,     7.7815,     5.2179,     0.0000,     0.0000,     0.0000,        111,        198,          7,          5, DEFECTOS 
068.jpg,          1,         51,   107.2909,   106.0909,    48.7273,     2.2361,     2.2361,     2.2361,    43.7478,    -7.9529,    31.4856,     5.7233,     2.2299,     7.5180,     0.1620,     0.5515,     0.4215,     0.0074,     0.1436,     0.0544,         55,    25.5380,     0.7294,    10.6479,     7.2846,     0.0000,     0.0000,     0.0000,        114,        182,          9,          8, DEFECTOS 
068.jpg,          1,         52,   208.0000,   208.4138,    81.0000,     3.0000,     3.0000,     3.0000,    81.5044,   -15.5647,    59.7106,     4.9980,     4.0714,    13.2408,     0.1659,     0.6165,     0.8238,     0.0081,     0.1563,     0.0539,         29,    16.5650,     0.6241,     7.1058,     5.5518,     0.0000,     0.0000,     0.0000,        115,        148,          6,          6, DEFECTOS 
068.jpg,          1,         53,   208.0851,   210.7234,    89.2979,     2.2361,     2.2361,     2.2361,    82.1611,   -16.1936,    57.3776,     6.7825,     3.7178,    12.4970,     0.1697,     0.5788,     0.8287,     0.0053,     0.1412,     0.0773,         47,    31.2610,     0.7809,    12.1111,     7.5651,     0.0000,     0.0000,     0.0000,        117,        136,         11,          9, DEFECTOS 
068.jpg,          1,         54,   227.7778,   235.6667,   186.0000,     5.2915,     5.2915,     5.2915,    91.5826,   -10.7466,    23.2665,     3.7826,     1.4247,     3.1541,     0.1931,     0.2111,     0.9242,     0.0024,     0.0295,     0.0420,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        118,         61,          3,          3, DEFECTOS 
068.jpg,          1,         55,   226.8571,   228.2857,   173.2857,     4.2426,     4.2426,     4.2426,    89.3727,    -9.1118,    26.7564,     4.3998,     2.6064,     5.4379,     0.1713,     0.2465,     0.9017,     0.0149,     0.0495,     0.0472,         14,    16.8630,     0.9213,     8.0844,     3.1434,     0.0000,     0.0000,     0.0000,        120,        102,          5,          6, DEFECTOS 
068.jpg,          1,         56,   208.7460,   201.6587,    95.4444,     1.4142,     1.4142,     1.4142,    79.8747,   -10.6234,    51.9646,     8.0693,     3.1184,    14.4181,     0.1572,     0.5541,     0.8206,     0.0106,     0.1841,     0.0843,        114,    46.3460,     0.9192,    19.9883,     7.8723,     0.0000,     0.0000,     0.0000,        121,        102,         16,         14, DEFECTOS 
068.jpg,          1,         57,   154.1389,   152.8611,    69.3889,     2.6458,     2.6458,     2.6458,    61.5801,   -10.9013,    42.8448,     9.9878,     1.5733,     6.7238,     0.1645,     0.5702,     0.6073,     0.0067,     0.1442,     0.1073,         36,    24.2480,     0.9392,    12.5984,     4.3242,     0.0000,     0.0000,     0.0000,        121,        161,          6,         11, DEFECTOS 
068.jpg,          1,         58,   232.8750,   237.3750,   213.7500,     5.6569,     5.6569,     5.6569,    92.9749,    -5.5344,    10.9438,     3.3975,     1.9169,     3.1284,     0.1959,     0.1002,     0.9309,     0.0143,     0.0306,     0.0363,          8,     8.3280,     0.4108,     3.6515,     3.3292,     0.0000,     0.0000,     0.0000,        127,         73,          3,          3, DEFECTOS 
068.jpg,          1,         59,   194.2292,   190.7292,    71.5833,     2.2361,     2.2361,     2.2361,    75.5479,   -12.9664,    57.0586,     5.9656,     3.6212,    12.7018,     0.1634,     0.6371,     0.7699,     0.0118,     0.1657,     0.0640,         48,    30.2190,     0.8125,    11.3583,     6.6215,     0.0000,     0.0000,     0.0000,        127,        145,          9,          9, DEFECTOS 
068.jpg,          1,         60,     9.6667,     9.6667,     9.6667,     5.2915,     5.2915,     5.2915,     3.0072,     0.0013,    -0.0005,     2.9408,     0.0013,     0.0004,     0.0000,     0.0000,     0.0379,     0.0000,     0.0000,     0.0344,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        130,        194,          3,          3, DEFECTOS 
068.jpg,          1,         61,   222.6271,   220.7966,   120.9492,     2.0000,     2.0000,     2.0000,    86.3567,   -12.6469,    48.3115,     4.7186,     3.8457,    13.8781,     0.1624,     0.4642,     0.8752,     0.0065,     0.1495,     0.0518,         59,    26.9690,     0.7559,    11.2366,     7.3566,     0.0000,     0.0000,     0.0000,        133,         71,          9,         10, DEFECTOS 
068.jpg,          1,         62,   184.1667,   196.5000,    85.2500,     4.5826,     4.5826,     4.5826,    76.4288,   -19.4847,    52.9669,     2.9947,     2.6302,     7.4268,     0.1849,     0.5653,     0.7706,     0.0014,     0.0842,     0.0344,         12,     9.4360,     0.6614,     4.6188,     3.4641,     0.0000,     0.0000,     0.0000,        137,        136,          4,          3, DEFECTOS 
068.jpg,          1,         63,   134.5000,   133.7321,    56.3929,     2.2361,     2.2361,     2.2361,    54.3619,   -10.0384,    39.7696,     8.4689,     4.2090,    11.5314,     0.1632,     0.5913,     0.5340,     0.0124,     0.1885,     0.0806,         56,    26.0920,     0.4704,     9.3574,     8.2573,     0.0000,     0.0000,     0.0000,        137,        164,          9,          8, DEFECTOS 
068.jpg,          1,         64,   223.8333,   225.8333,   213.3333,     6.5574,     6.5574,     6.5574,    89.3501,    -2.8539,     5.8677,     3.7540,     0.1971,     0.5586,     0.1936,     0.0555,     0.8856,     0.0025,     0.0059,     0.0416,          6,     6.3680,     0.3849,     3.4641,     3.1972,     0.0000,     0.0000,     0.0000,        142,         22,          3,          3, DEFECTOS 
068.jpg,          1,         65,   197.5000,   207.0000,   149.5000,     5.6569,     5.6569,     5.6569,    81.1355,   -12.5818,    27.5389,     4.4329,     2.3785,     5.0642,     0.1939,     0.2770,     0.8118,     0.0031,     0.0460,     0.0505,          8,     7.4760,     0.0000,     3.6515,     3.6515,     0.0000,     0.0000,     0.0000,        142,         95,          3,          3, DEFECTOS 
068.jpg,          1,         66,   182.0312,   179.3125,    80.5000,     2.8284,     2.8284,     2.8284,    71.5015,   -11.8503,    49.0942,     5.0419,     3.6761,    11.6915,     0.1607,     0.5600,     0.7165,     0.0087,     0.1328,     0.0553,         32,    19.4680,     0.8673,     9.4107,     4.6851,     0.0000,     0.0000,     0.0000,        142,        145,          6,          8, DEFECTOS 
068.jpg,          1,         67,    96.5405,    93.7838,    59.1081,     2.6458,     2.6458,     2.6458,    39.2080,    -4.6176,    20.1652,     5.1249,     1.0674,     7.1348,     0.1589,     0.3845,     0.3804,     0.0157,     0.1278,     0.0526,         37,    23.8760,     0.8980,    11.2960,     4.9710,     0.0000,     0.0000,     0.0000,        143,        176,          8,          9, DEFECTOS 
068.jpg,          1,         68,   219.0952,   223.9524,   140.1905,     3.4641,     3.4641,     3.4641,    87.1356,   -13.8683,    40.2857,     4.2860,     3.9758,    10.6608,     0.1753,     0.3745,     0.8799,     0.0088,     0.0981,     0.0499,         21,    15.6390,     0.7889,     7.0616,     4.3396,     0.0000,     0.0000,     0.0000,        145,         82,          6,          5, DEFECTOS 
068.jpg,          1,         69,   147.3750,   149.3750,   102.8750,     5.6569,     5.6569,     5.6569,    60.6277,    -8.4150,    24.3471,     2.5733,     2.3163,     4.1848,     0.1725,     0.3126,     0.5873,     0.0094,     0.0526,     0.0277,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,        146,        160,          3,          3, DEFECTOS 
068.jpg,          1,         70,   153.0000,   160.6667,    82.0000,     5.2915,     5.2915,     5.2915,    63.9663,   -14.4417,    39.5467,     3.4936,     2.9066,     6.8835,     0.1820,     0.4914,     0.6301,     0.0060,     0.0977,     0.0364,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        148,        154,          3,          3, DEFECTOS 
068.jpg,          1,         71,   201.4286,   204.1429,   144.2857,     6.0000,     6.0000,     6.0000,    80.5489,   -10.3326,    29.6004,     6.7691,     1.6942,     4.3781,     0.1739,     0.2957,     0.8011,     0.0048,     0.0475,     0.0733,          7,     6.3680,     0.3531,     3.2367,     3.0282,     0.0000,     0.0000,     0.0000,        151,         94,          3,          3, DEFECTOS 
068.jpg,          1,         72,    80.3582,    77.4030,    53.6269,     2.0000,     2.0000,     2.0000,    32.4154,    -2.8924,    14.1387,    11.1494,     1.7823,     6.9082,     0.1528,     0.3840,     0.3157,     0.0293,     0.2246,     0.1043,         67,    35.2060,     0.7603,    12.8743,     8.3633,     0.0000,     0.0000,     0.0000,        152,        171,         11,         10, DEFECTOS 
068.jpg,          1,         73,   194.8571,   201.5714,   161.4286,     6.0000,     6.0000,     6.0000,    79.7158,    -9.1162,    19.3221,     3.8168,     0.5785,     1.3243,     0.1946,     0.1995,     0.7905,     0.0006,     0.0156,     0.0415,          7,     6.8310,     0.6890,     3.7636,     2.7278,     0.0000,     0.0000,     0.0000,        154,         61,          3,          3, DEFECTOS 
068.jpg,          1,         74,   179.0000,   185.0000,   144.6250,     5.6569,     5.6569,     5.6569,    73.7488,    -8.9164,    19.8067,     2.7865,     2.3122,     5.9616,     0.1920,     0.2169,     0.7255,     0.0025,     0.0599,     0.0319,          8,     7.4760,     0.0000,     3.6515,     3.6515,     0.0000,     0.0000,     0.0000,        159,        132,          3,          3, DEFECTOS 
068.jpg,          1,         75,   131.4286,   136.0000,    89.4286,     6.0000,     6.0000,     6.0000,    55.1995,    -9.4817,    24.4191,     6.8151,     2.6947,     5.3482,     0.1813,     0.3413,     0.5333,     0.0077,     0.0636,     0.0701,          7,     6.3680,     0.3531,     3.2367,     3.0282,     0.0000,     0.0000,     0.0000,        159,        150,          3,          3, DEFECTOS 
068.jpg,          1,         76,   199.8889,   202.8889,   119.6667,     5.2915,     5.2915,     5.2915,    79.7470,   -13.1847,    40.9922,     4.9199,     2.3647,     6.3910,     0.1721,     0.4094,     0.7956,     0.0039,     0.0592,     0.0556,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        161,        104,          3,          3, DEFECTOS 
068.jpg,          1,         77,   215.3478,   213.7391,   165.4783,     3.3166,     3.3166,     3.3166,    84.5651,    -7.1331,    24.1270,     4.4343,     1.4718,     3.7479,     0.1609,     0.2332,     0.8448,     0.0059,     0.0381,     0.0485,         23,    15.7130,     0.6548,     6.6800,     5.0490,     0.0000,     0.0000,     0.0000,        162,         73,          6,          5, DEFECTOS 
068.jpg,          1,         78,   119.0000,   120.2500,   102.3750,     3.4641,     3.6056,     4.6904,    49.9493,    -3.8323,     9.6697,     2.1482,     0.9285,     2.0595,     0.1775,     0.1487,     0.4716,     0.0047,     0.0322,     0.0215,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,        163,        155,          3,          3, DEFECTOS 
068.jpg,          1,         79,   175.8750,   183.6250,   136.7500,     5.6569,     5.6569,     5.6569,    72.9700,   -10.6121,    22.9918,     3.3538,     0.7481,     1.7082,     0.1942,     0.2563,     0.7201,     0.0007,     0.0264,     0.0352,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,        165,        122,          3,          3, DEFECTOS 
068.jpg,          1,         80,   104.6667,   103.7778,    70.5556,     5.2915,     5.2915,     5.2915,    43.1853,    -5.4204,    18.8993,     2.7510,     1.7030,     2.7204,     0.1615,     0.3318,     0.4131,     0.0118,     0.0481,     0.0272,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        166,        161,          3,          3, DEFECTOS 
068.jpg,          1,         81,   177.2500,   184.6250,   130.0000,     5.6569,     5.6569,     5.6569,    73.2203,   -11.5329,    26.9401,     4.0122,     1.2348,     3.0921,     0.1891,     0.2965,     0.7240,     0.0008,     0.0360,     0.0433,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,        167,        132,          3,          3, DEFECTOS 
068.jpg,          1,         82,   201.8571,   201.1429,   172.2857,     6.0000,     6.0000,     6.0000,    80.3392,    -4.6306,    14.5544,     6.2010,     1.3290,     3.2880,     0.1618,     0.1486,     0.7922,     0.0065,     0.0331,     0.0667,          7,     7.6830,     0.5973,     3.7340,     2.9948,     0.0000,     0.0000,     0.0000,        168,         71,          3,          3, DEFECTOS 
068.jpg,          1,         83,   184.3750,   191.8750,   136.2500,     5.6569,     5.6569,     5.6569,    75.8418,   -11.6811,    27.2541,     4.4064,     1.1752,     3.0402,     0.1891,     0.2914,     0.7525,     0.0004,     0.0394,     0.0470,          8,     7.4760,     0.0000,     3.6515,     3.6515,     0.0000,     0.0000,     0.0000,        171,        100,          3,          3, DEFECTOS 
068.jpg,          1,         84,   134.1111,   141.4444,    94.1111,     5.2915,     5.2915,     5.2915,    57.0908,   -10.7142,    24.3528,     5.9366,     2.1227,     4.5941,     0.1918,     0.3353,     0.5547,     0.0047,     0.0679,     0.0618,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        176,        138,          3,          3, DEFECTOS 
068.jpg,          1,         85,   189.4444,   191.8889,   122.0000,     5.2915,     5.2915,     4.8990,    76.0120,   -11.4965,    34.9310,     3.7706,     1.4020,     4.4016,     0.1724,     0.3634,     0.7525,     0.0033,     0.0369,     0.0422,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        177,         65,          3,          3, DEFECTOS 
068.jpg,          1,         86,   110.1818,   114.4545,    57.9091,     4.7958,     4.7958,     4.7958,    46.5647,   -10.5624,    30.4755,     7.4669,     1.4025,     3.7292,     0.1790,     0.5049,     0.4488,     0.0031,     0.0896,     0.0731,         11,     9.1800,     0.7323,     4.6580,     3.1718,     0.0000,     0.0000,     0.0000,        177,        149,          3,          5, DEFECTOS 
068.jpg,          1,         87,   160.0000,   165.8750,   101.6250,     5.6569,     5.6569,     5.6569,    66.2421,   -12.1595,    32.4950,     4.2881,     2.4043,     6.4672,     0.1814,     0.3885,     0.6505,     0.0031,     0.0814,     0.0452,          8,     6.8310,     0.5809,     3.6515,     2.9721,     0.0000,     0.0000,     0.0000,        178,        126,          3,          3, DEFECTOS 
068.jpg,          1,         88,   180.3750,   178.5000,   117.3750,     5.6569,     5.6569,     5.6569,    71.6335,    -8.4648,    31.3084,     3.8445,     3.8508,    11.9352,     0.1591,     0.3485,     0.7083,     0.0091,     0.1214,     0.0399,          8,     8.3280,     0.4108,     3.6515,     3.3292,     0.0000,     0.0000,     0.0000,        180,        111,          3,          3, DEFECTOS 
068.jpg,          1,         89,   172.5556,   177.5556,   118.2222,     5.2915,     5.2915,     5.2915,    70.6939,   -11.2439,    29.7871,     5.9424,     1.3053,     3.6148,     0.1806,     0.3346,     0.6963,     0.0016,     0.0363,     0.0647,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        182,         94,          3,          3, DEFECTOS 
068.jpg,          1,         90,   135.1333,   143.2000,    79.0000,     4.1231,     4.1231,     4.1231,    57.4776,   -13.1022,    32.9780,     4.1531,     1.8563,     5.0182,     0.1875,     0.4511,     0.5616,     0.0035,     0.0784,     0.0420,         15,    11.3960,     0.8000,     5.7735,     3.4641,     0.0000,     0.0000,     0.0000,        182,        117,          3,          5, DEFECTOS 
068.jpg,          1,         91,   180.4286,   183.4286,   112.2857,     6.0000,     6.0000,     6.0000,    72.8604,   -11.7973,    35.6930,     4.5617,     3.1502,     7.0645,     0.1722,     0.3870,     0.7210,     0.0083,     0.0666,     0.0501,          7,     6.3680,     0.3531,     3.2367,     3.0282,     0.0000,     0.0000,     0.0000,        184,        102,          3,          3, DEFECTOS 
068.jpg,          1,         92,   164.0000,   162.3333,    93.1111,     4.8990,     5.2915,     5.2915,    65.4736,    -9.6350,    36.0170,     2.5762,     2.5571,     5.4978,     0.1619,     0.4351,     0.6453,     0.0091,     0.0633,     0.0276,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,        189,        102,          3,          3, DEFECTOS 
068.jpg,          2,          1,   184.6557,   176.8361,   134.9672,     2.0000,     2.0000,     2.0000,    71.6969,    -3.7358,    22.4111,    10.4841,     2.4895,     8.5521,     0.1458,     0.2678,     0.7257,     0.0234,     0.0976,     0.1196,          2,     1.9600,     0.8660,     2.3094,     1.1547,     0.0000,     0.0000,     0.0000,         10,        105,         10,         11, DEFECTOS 
068.jpg,          2,          2,   201.8839,   191.9286,   139.1786,     1.4142,     1.4142,     1.4142,    77.3141,    -4.3846,    27.9056,     5.6184,     2.3181,     8.0836,     0.1407,     0.3129,     0.7919,     0.0138,     0.0944,     0.0605,          5,     7.8400,     0.9798,     5.7735,     1.1547,     0.0000,     0.0000,     0.0000,         19,         97,         19,         17, DEFECTOS 
068.jpg,          2,          3,   238.7778,   239.7778,   234.7778,     5.2915,     5.2915,     5.2915,    94.5109,    -1.1959,     2.2888,     2.8492,     0.0080,     0.0150,     0.2000,     0.0209,     0.9403,     0.0000,     0.0007,     0.0320,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,         21,         36,          3,          3, DEFECTOS 
068.jpg,          2,          4,   140.6500,   135.5000,    96.0833,     2.0000,     2.0000,     2.0000,    55.9646,    -4.4448,    21.9540,     6.9404,     1.5406,     4.4598,     0.1474,     0.3240,     0.5518,     0.0101,     0.0850,     0.0664,         60,    38.2740,     0.9600,    19.3037,     5.4049,     0.0000,     0.0000,     0.0000,         28,        120,         16,          9, DEFECTOS 
068.jpg,          2,          5,   209.8000,   211.7000,   185.1000,     5.0990,     5.0990,     5.0990,    84.0066,    -5.1966,    12.9664,     4.1259,     0.6568,     1.9582,     0.1790,     0.1263,     0.8302,     0.0061,     0.0207,     0.0447,         10,    11.1400,     0.6430,     4.5652,     3.4965,     0.0000,     0.0000,     0.0000,         29,         92,          4,          3, DEFECTOS 
068.jpg,          2,          6,   224.6000,   227.2000,   210.9000,     5.0990,     5.0990,     5.0990,    89.6971,    -3.7013,     7.6530,     3.9492,     0.6428,     1.3670,     0.1933,     0.0720,     0.8910,     0.0026,     0.0137,     0.0437,         10,    10.2880,     0.5766,     4.6014,     3.7594,     0.0000,     0.0000,     0.0000,         33,         28,          4,          3, DEFECTOS 
068.jpg,          2,          7,   217.1250,   217.0000,   192.6250,     5.6569,     5.6569,     5.6569,    86.0600,    -4.1021,    12.0381,     7.1143,     0.3347,     0.6712,     0.1657,     0.1135,     0.8515,     0.0025,     0.0090,     0.0782,          8,     8.3280,     0.4108,     3.6515,     3.3292,     0.0000,     0.0000,     0.0000,         39,         99,          3,          3, DEFECTOS 
068.jpg,          2,          8,   147.1667,   149.1667,   132.1667,     6.5574,     6.5574,     6.5574,    61.1008,    -3.8587,     8.7392,     6.3211,     0.6287,     1.2905,     0.1862,     0.1151,     0.5850,     0.0069,     0.0190,     0.0653,          6,     5.9050,     0.6325,     3.3333,     2.5820,     0.0000,     0.0000,     0.0000,         42,        117,          3,          3, DEFECTOS 
068.jpg,          2,          9,   206.7333,   205.7667,   171.0333,     3.0000,     3.0000,     3.0000,    81.9188,    -5.4050,    17.4888,     5.3295,     1.6432,     4.0881,     0.1630,     0.1797,     0.8150,     0.0168,     0.0475,     0.0562,          1,     0.0000,     0.0000,     1.1547,     1.1547,     0.0000,     0.0000,     0.0000,         43,         91,          9,          5, DEFECTOS 
068.jpg,          2,         10,   137.5652,   134.4348,   108.6957,     3.3166,     3.3166,     3.3166,    55.6306,    -3.2629,    14.2513,     7.4678,     2.2604,     5.3219,     0.1425,     0.2092,     0.5395,     0.0249,     0.0637,     0.0710,         23,    16.6310,     0.9246,     8.9548,     3.4123,     0.0000,     0.0000,     0.0000,         46,        120,          3,          8, DEFECTOS 
068.jpg,          2,         11,   184.3333,   185.4000,   147.8000,     4.1231,     4.1231,     4.1231,    74.3195,    -6.6694,    19.0171,     4.0526,     1.6234,     3.9873,     0.1705,     0.2045,     0.7276,     0.0059,     0.0459,     0.0431,         15,    11.8840,     0.8314,     6.1297,     3.4058,     0.0000,     0.0000,     0.0000,         48,        106,          5,          4, DEFECTOS 
068.jpg,          2,         12,   211.0000,   213.0000,   174.0000,     0.0000,     0.0000,     0.0000,    84.2220,    -7.1570,    19.0983,     0.0000,     0.0000,     0.0000,     0.1752,     0.1831,     0.8353,     0.0000,     0.0000,     0.0000,          1,     0.0000,     0.0000,     1.1547,     1.1547,     0.0000,     0.0000,     0.0000,         49,         95,          1,          1, DEFECTOS 
068.jpg,          2,         13,   147.1228,   147.3860,   112.6491,     2.0000,     2.0000,     2.0000,    60.1958,    -6.0498,    18.4063,     5.2318,     1.3925,     3.3327,     0.1674,     0.2386,     0.5796,     0.0074,     0.0414,     0.0536,         57,    35.5700,     0.9594,    18.0258,     5.0820,     0.0000,     0.0000,     0.0000,         50,        117,         14,         10, DEFECTOS 
068.jpg,          2,         14,   100.6080,    98.8323,    63.6401,     0.0000,     0.0000,     0.0000,    40.9403,    -5.0609,    19.9619,    12.3046,     3.0381,     9.1733,     0.1570,     0.3723,     0.3973,     0.0207,     0.1374,     0.1208,         33,    22.9330,     0.8740,    10.4587,     5.0831,     0.0000,     0.0000,     0.0000,         54,        108,         80,         34, DEFECTOS 
